cleaned_questions,Number Count,Array,String,Dynamic Programming,Math,Hash Table,Greedy,Sorting,Depth-First Search,Breadth-First Search,Binary Search
shortest palindrome given string convert palindrome adding character front return shortest palindrome find performing transformation,0,0,1,0,0,0,0,0,0,0,0
maximum product subarray given integer array nums find contiguous nonempty subarray within array largest product return product test case generated answer fit bit integer subarray contiguous subsequence array,1,1,0,1,0,0,0,0,0,0,0
maximum number balloon given string text want use character text form many instance word balloon possible use character text once return maximum number instance formed,0,0,1,0,0,1,0,0,0,0,0
task scheduler given character array task representing task cpu need letter represents different task task could done order task done one unit time unit time cpu could complete either one task idle however nonnegative integer represents cooldown period two task the letter array must least unit time two task return least number unit time cpu take finish given task,0,1,0,0,0,1,1,1,0,0,0
best time buy sell stock cooldown given array price pricesi price given stock ith day find maximum profit achieve may complete many transaction like buy one sell one share stock multiple time following restriction note may engage multiple transaction simultaneously must sell stock buy again,0,1,0,1,0,0,0,0,0,0,0
find number even number digit given array nums integer return many contain even number digit,0,1,0,0,0,0,0,0,0,0,0
minimum move make array complementary given integer array nums even length integer limit one move replace integer nums another integer limit inclusive array nums complementary index indexed numsi numsn equal number example array complementary index numsi numsn return minimum number move required make nums complementary,9,1,0,0,0,1,0,0,0,0,0
maximum swap given integer num swap two digit get maximum valued number return maximum valued number get,0,0,0,0,1,0,1,0,0,0,0
couple holding hand couple sitting seat arranged row want hold hand people seat represented integer array row rowi person sitting ith seat couple numbered order first couple second couple last couple return minimum number swap every couple sitting side side swap consists choosing two people stand switch seat,9,0,0,0,0,0,1,0,1,1,0
maximum xor query given sorted array nums nonnegative integer integer maximumbit want perform following query time return array answer answeri answer ith query,0,1,0,0,0,0,0,0,0,0,0
teemo attacking hero teemo attacking enemy ashe poison attack teemo attack ashe ashe get poisoned exactly duration second formally attack second mean ashe poisoned inclusive time interval duration teemo attack poison effect end timer reset poison effect end duration second new attack given nondecreasing integer array timeseries timeseriesi denotes teemo attack ashe second timeseriesi integer duration return total number second ashe poisoned,1,1,0,0,0,0,0,0,0,0,0
minimum change make alternating binary string given string consisting character one operation change vice versa string called alternating two adjacent character equal example string alternating string not return minimum number operation needed make alternating,6,0,1,0,0,0,0,0,0,0,0
convert integer sum two nozero integer nozero integer positive integer contain decimal representation given integer return list two integer where test case generated least one valid solution many valid solution return them,1,0,0,0,1,0,0,0,0,0,0
number squareful array array squareful sum every pair adjacent element perfect square given integer array nums return number permutation nums squareful two permutation perm perm different index permi permi,4,1,0,1,1,0,0,0,0,0,0
find kth bit nth binary string given two positive integer binary string formed follows denotes concatenation operation reversex return reversed string invertx inverts bit change change example first four string sequence are return kth bit guaranteed valid given,4,0,1,0,0,0,0,0,0,0,0
maximum alternating subsequence sum alternating sum indexed array defined sum element even index minus sum element odd index given array nums return maximum alternating sum subsequence nums after reindexing element subsequence subsequence array new array generated original array deleting element possibly none without changing remaining element relative order example subsequence the underlined element not,14,1,0,1,0,0,0,0,0,0,0
two best nonoverlapping event given indexed integer array event eventsi starttimei endtimei valuei ith event start starttimei end endtimei attend event receive value valuei choose two nonoverlapping event attend sum value maximized return maximum sum note start time end time inclusive cannot attend two event one start end time specifically attend event end time next event must start,3,1,0,1,0,0,0,1,0,0,1
add digit given integer num repeatedly add digit result one digit return,0,0,0,0,1,0,0,0,0,0,0
capitalize title given string title consisting one word separated single space word consists english letter capitalize string changing capitalization word that return capitalized title,0,0,1,0,0,0,0,0,0,0,0
array nesting given integer array nums length nums permutation number range build set numsk numsnumsk numsnumsnumsk subjected following rule return longest length set,2,1,0,0,0,0,0,0,1,0,0
fruit basket visiting farm single row fruit tree arranged left right tree represented integer array fruit fruitsi type fruit ith tree produce want collect much fruit possible however owner strict rule must follow given integer array fruit return maximum number fruit pick,0,1,0,0,0,1,0,0,0,0,0
cyclically rotating grid given integer matrix grid​​​ even integer integer matrix composed several layer shown image color layer cyclic rotation matrix done cyclically rotating layer matrix cyclically rotate layer once element layer take place adjacent element counterclockwise direction example rotation shown below return matrix applying cyclic rotation,0,1,0,0,0,0,0,0,0,0,0
maximum fruit harvested step fruit available position infinite xaxis given integer array fruit fruitsi positioni amounti depicts amounti fruit position positioni fruit already sorted positioni ascending order positioni unique also given integer startpos integer initially position startpos position either walk left right take one step move one unit xaxis walk step total every position reach harvest fruit position fruit disappear position return maximum total number fruit harvest,1,1,0,0,0,0,0,0,0,0,1
closest dessert cost would like make dessert preparing buy ingredient ice cream base flavor type topping choose from must follow rule making dessert given three input want make dessert total cost close target possible return closest possible cost dessert target multiple return lower one,0,1,0,1,0,0,0,0,0,0,0
find lonely number array given integer array nums number lonely appears once adjacent number appear array return lonely number nums may return answer order,2,1,0,0,0,1,0,0,0,0,0
flip binary tree match preorder traversal given root binary tree node node uniquely assigned value also given sequence value voyage desired preorder traversal binary tree node binary tree flipped swapping left right subtrees example flipping node following effect flip smallest number node preorder traversal tree match voyage return list value flipped node may return answer order impossible flip node tree make preorder traversal match voyage return list,3,0,0,0,0,0,0,0,1,0,0
stream character design algorithm accepts stream character check suffix character string given array string word example word abc xyz stream added four character one one algorithm detect suffix xyz character axyz match xyz word implement streamchecker class,0,1,1,0,0,0,0,0,0,0,0
pizza slice pizza slice varying size friend take slice pizza follows given integer array slice represent size pizza slice clockwise direction return maximum possible sum slice size pick,2,1,0,1,0,0,1,0,0,0,0
minimum number arrow burst balloon spherical balloon taped onto flat wall represents xyplane balloon represented integer array point pointsi xstart xend denotes balloon whose horizontal diameter stretch xstart xend know exact ycoordinates balloon arrow shot directly vertically positive ydirection different point along xaxis balloon xstart xend burst arrow shot xstart xend limit number arrow shot shot arrow keep traveling infinitely bursting balloon path given array point return minimum number arrow must shot burst balloon,1,1,0,0,0,0,1,1,0,0,0
way split array three subarrays split integer array good given nums array nonnegative integer return number good way split nums number may large return modulo,2,1,0,0,0,0,0,0,0,0,1
get maximum generated array given integer indexed integer array nums length generated following way return maximum integer array nums​​​,2,1,0,1,0,0,0,0,0,0,0
stone game alice bob play game pile stone even number pile arranged row pile positive integer number stone pilesi objective game end stone total number stone across pile odd tie alice bob take turn alice starting first turn player take entire pile stone either beginning end row continues pile left point person stone win assuming alice bob play optimally return true alice win game false bob win,0,1,0,1,1,0,0,0,0,0,0
rearrange word sentence given sentence text sentence string spaceseparated word following format task rearrange word text word rearranged increasing order length two word length arrange original order return new text following format shown above,0,0,1,0,0,0,0,1,0,0,0
sort array given array integer nums sort array ascending order,0,1,0,0,0,0,0,1,0,0,0
angle hand clock given two number hour minute return smaller angle degree formed hour minute hand answer within actual value accepted correct,2,0,0,0,1,0,0,0,0,0,0
slowest key newly designed keypad tested tester pressed sequence key one time given string keyspressed length keyspressedi ith key pressed testing sequence sorted list releasetimes releasetimesi time ith key released array indexed key pressed time every subsequent key pressed exact time previous key released tester want know key keypress longest duration ith keypress duration releasetimesi releasetimesi keypress duration releasetimes note key could pressed multiple time test multiple press key may duration return key keypress longest duration multiple keypresses return lexicographically largest key keypresses,6,1,1,0,0,0,0,0,0,0,0
super egg drop given identical egg access building floor labeled know exists floor egg dropped floor higher break egg dropped floor break move may take unbroken egg drop floor where egg break longer use however egg break may reuse future move return minimum number move need determine certainty value,3,0,0,1,1,0,0,0,0,0,1
bus route given array route representing bus route routesi bus route ith bus repeat forever start bus stop source you bus initially want bus stop target travel bus stop bus only return least number bus must take travel source target return possible,1,1,0,0,0,1,0,0,0,1,0
find anagram string given two string return array start index anagram may return answer order anagram word phrase formed rearranging letter different word phrase typically using original letter exactly once,0,0,1,0,0,1,0,0,0,0,0
minimum number increment subarrays form target array given integer array target integer array initial size target element initially zero one operation choose subarray initial increment value one return minimum number operation form target array initial test case generated answer fit bit integer,1,1,0,1,0,0,1,0,0,0,0
assign cooky assume awesome parent want give child cooky but give child one cookie child greed factor minimum size cookie child content with cookie size assign cookie child child content goal maximize number content child output maximum number,0,1,0,0,0,0,1,1,0,0,0
kth ancestor tree node given tree node numbered form parent array parent parenti parent ith node root tree node find kth ancestor given node kth ancestor tree node kth node path node root node implement treeancestor class,3,0,0,1,0,0,0,0,1,1,1
car fleet car going destination along onelane road destination target mile away given two integer array position speed length positioni position ith car speedi speed ith car mile per hour car never pas another car ahead catch drive bumper bumper speed faster car slow match slower car speed distance two car ignored assumed position car fleet nonempty set car driving position speed note single car also car fleet car catch car fleet right destination point still considered one car fleet return number car fleet arrive destination,0,1,0,0,0,0,0,1,0,0,0
sum mutated array closest target given integer array arr target value target return integer value change integer larger value given array equal value sum array get close possible absolute difference target case tie return minimum integer notice answer neccesarilly number arr,0,1,0,0,0,0,0,1,0,0,1
element two binary search tree given two binary search tree root root return list containing integer tree sorted ascending order,2,0,0,0,0,0,0,1,1,0,0
number order backlog given integer array order ordersi pricei amounti ordertypei denotes amounti order placed type ordertypei price pricei ordertypei note ordersi represents batch amounti independent order price order type order represented ordersi placed order represented ordersi valid backlog consists order executed backlog initially empty order placed following happens return total amount order backlog placing order input since number large return modulo,4,1,0,0,0,0,0,0,0,0,0
solve equation solve given equation return value form string xvalue equation contains operation variable coefficient return solution solution equation infinite solution infinite solution equation exactly one solution equation ensure value integer,0,0,1,0,1,0,0,0,0,0,0
reconstruct row binary matrix given following detail matrix column row task reconstruct matrix upper lower colsum return integer array one valid solution accepted valid solution exists return empty array,4,1,0,0,0,0,1,0,0,0,0
sorting sentence sentence list word separated single space leading trailing space word consists lowercase uppercase english letter sentence shuffled appending indexed word position word rearranging word sentence given shuffled sentence containing word reconstruct return original sentence,2,0,1,0,0,0,0,1,0,0,0
check completeness binary tree given root binary tree determine complete binary tree complete binary tree every level except possibly last completely filled node last level far left possible node inclusive last level,2,0,0,0,0,0,0,0,0,1,0
super pow task calculate mod positive integer extremely large positive integer given form array,1,0,0,0,1,0,0,0,0,0,0
random pick blacklist given integer array unique integer blacklist design algorithm pick random integer range blacklist integer mentioned range blacklist equally likely returned optimize algorithm minimizes number call builtin random function language implement solution class,2,0,0,0,1,1,0,1,0,0,1
two sum input bst given root binary search tree target number return true exist two element bst sum equal given target,0,0,0,0,0,1,0,0,1,1,0
escape large maze million million grid xyplane coordinate grid square start source square want reach target square also array blocked square blockedi represents blocked square coordinate move walk one square north east south west square array blocked square also allowed walk outside grid return true possible reach target square source square sequence valid move,2,1,0,0,0,1,0,0,1,1,0
longest substring least repeating character given string integer return length longest substring frequency character substring greater equal,0,0,1,0,0,1,0,0,0,0,0
shortest unsorted continuous subarray given integer array nums need find one continuous subarray sort subarray ascending order whole array sorted ascending order return shortest subarray output length,0,1,0,0,0,0,1,1,0,0,0
sort array increasing frequency given array integer nums sort array increasing order based frequency value multiple value frequency sort decreasing order return sorted array,0,1,0,0,0,1,0,1,0,0,0
maximum binary tree given integer array nums duplicate maximum binary tree built recursively nums using following algorithm return maximum binary tree built nums,0,1,0,0,0,0,0,0,0,0,0
walking robot simulation robot infinite xyplane start point facing north robot receive sequence three possible type command grid square obstacle ith obstacle grid point obstaclesi robot run obstacle instead stay current location move next command return maximum euclidean distance robot ever get origin squared distance return note,4,1,0,0,0,0,0,0,0,0,0
maximum matrix sum given integer matrix following operation number time two element considered adjacent share border goal maximize summation matrix element return maximum sum matrix element using operation mentioned above,0,1,0,0,0,0,1,0,0,0,0
minimum garden perimeter collect enough apple garden represented infinite grid apple tree planted every integer coordinate apple tree planted integer coordinate apple growing buy axisaligned square plot land centered given integer neededapples return minimum perimeter plot least neededapples apple inside perimeter plot value defined,3,0,0,0,1,0,0,0,0,0,1
cut tree golf event asked cut tree forest golf event forest represented matrix matrix one step walk four direction north east south west standing cell tree choose whether cut off must cut tree order shortest tallest cut tree value cell becomes empty cell starting point return minimum step need walk cut tree cannot cut tree return guaranteed two tree height least one tree need cut off,4,1,0,0,0,0,0,0,0,1,0
construct binary tree preorder inorder traversal given two integer array preorder inorder preorder preorder traversal binary tree inorder inorder traversal tree construct return binary tree,0,1,0,0,0,1,0,0,0,0,0
largest number mutating substring given string num represents large integer also given indexed integer array change length map digit another digit formally digit map digit changed may choose mutate single substring num mutate substring replace digit numi digit map change replace numi changenumi return string representing largest possible integer mutating choosing single substring num substring contiguous sequence character within string,4,1,1,0,0,0,1,0,0,0,0
linked list component given head linked list containing unique integer value integer array nums subset linked list value return number connected component nums two value connected appear consecutively linked list,0,0,0,0,0,1,0,0,0,0,0
shortest path grid obstacle elimination given integer matrix grid cell either empty obstacle move down left right empty cell one step return minimum number step walk upper left corner lower right corner given eliminate obstacle possible find walk return,7,1,0,0,0,0,0,0,0,1,0
minimum operation halve array sum given array nums positive integer one operation choose number nums reduce exactly half number note may choose reduced number future operation return minimum number operation reduce sum nums least half,0,1,0,0,0,0,1,0,0,0,0
prefix suffix search design special dictionary word search word prefix suffix implement wordfilter class,0,0,1,0,0,0,0,0,0,0,0
long pressed name friend typing name keyboard sometimes typing character key might get long pressed character typed time examine typed character keyboard return true possible friend name character possibly none long pressed,1,0,1,0,0,0,0,0,0,0,0
max area island given binary matrix grid island group representing land connected directionally horizontal vertical may assume four edge grid surrounded water area island number cell value island return maximum area island grid island return,4,1,0,0,0,0,0,0,1,1,0
queen attack king chessboard multiple black queen one white king given array integer coordinate queen represents position black queen pair coordinate king represent position white king return coordinate queen order attack king,2,1,0,0,0,0,0,0,0,0,0
design hashmap design hashmap without using builtin hash table library implement myhashmap class,0,1,0,0,0,1,0,0,0,0,0
monotonic array array monotonic either monotone increasing monotone decreasing array nums monotone increasing numsi numsj array nums monotone decreasing numsi numsj given integer array nums return true given array monotonic false otherwise,0,1,0,0,0,0,0,0,0,0,0
minimum swap arrange binary grid given binary grid one step choose two adjacent row grid swap them grid said valid cell main diagonal zero return minimum number step needed make grid valid grid cannot valid main diagonal grid diagonal start cell end cell,3,1,0,0,0,0,1,0,0,0,0
minimum operation make array kincreasing given indexed array arr consisting positive integer positive integer array arr called kincreasing arrik arri hold every index one operation choose index change arri positive integer return minimum number operation required make array kincreasing given,2,1,0,0,0,0,0,0,0,0,1
split array average given integer array nums move element nums one two array nonempty averagea averageb return true possible achieve false otherwise note array arr averagearr sum element arr length arr,0,1,0,1,1,0,0,0,0,0,0
rectangle area given array axisaligned rectangle rectanglei denotes ith rectangle coordinate bottomleft corner coordinate topright corner calculate total area covered rectangle plane area covered two rectangle counted once return total area since answer may large return modulo,11,1,0,0,0,0,0,0,0,0,0
ugly number ugly number positive integer whose prime factor limited given integer return nth ugly number,3,0,0,1,1,1,0,0,0,0,0
check two string array equivalent given two string array word word return true two array represent string false otherwise string represented array array element concatenated order form string,2,1,1,0,0,0,0,0,0,0,0
add arrayform integer arrayform integer num array representing digit left right order given num arrayform integer integer return arrayform integer num,0,1,0,0,1,0,0,0,0,0,0
kth factor given two positive integer factor integer defined integer consider list factor sorted ascending order return kth factor list return le factor,2,0,0,0,1,0,0,0,0,0,0
sum given array nums integer return array unique quadruplet numsa numsb numsc numsd that may return answer order,1,1,0,0,0,0,0,1,0,0,0
finding digit even number given integer array digit element digit array may contain duplicate need find unique integer follow given requirement example given digit integer follow requirement return sorted array unique integer,6,1,0,0,0,1,0,1,0,0,0
subarray product le given array integer nums integer return number contiguous subarrays product element subarray strictly le,0,1,0,0,0,0,0,0,0,0,0
race car car start position speed infinite number line car negative position car drive automatically according sequence instruction accelerate reverse example command aar car go position speed go given target position target return length shortest sequence instruction get there,10,0,0,1,0,0,0,0,0,0,0
maximum sum nonoverlapping subarrays given integer array nums integer find three nonoverlapping subarrays length maximum sum return them return result list index representing starting position interval indexed multiple answer return lexicographically smallest one,2,1,0,1,0,0,0,0,0,0,0
first day room room need visit labeled day labeled starting visit one room day initially day visit room order visit room coming day determined following rule given indexed array nextvisit length return label first day room shown day exists since answer may large return modulo,8,1,0,1,0,0,0,0,0,0,0
decode xored array hidden integer array arr consists nonnegative integer encoded another integer array encoded length encodedi arri xor arri example arr encoded given encoded array also given integer first first element arr arr return original array arr proved answer exists unique,10,1,0,0,0,0,0,0,0,0,0
check word valid substitution given string determine valid string valid starting empty string transform performing following operation number time return true valid string otherwise return false,0,0,1,0,0,0,0,0,0,0,0
minimum nonzero product array element given positive integer consider array nums indexed consists integer inclusive range binary representation allowed following operation number time example swapping bit right find minimum nonzero product nums performing operation number time return product modulo note answer minimum product modulo operation done,11,0,0,0,1,0,1,0,0,0,0
sum root leaf binary number given root binary tree node value roottoleaf path represents binary number starting significant bit leaf tree consider number represented path root leaf return sum number test case generated answer fit bit integer,3,0,0,0,0,0,0,0,1,0,0
evaluate reverse polish notation evaluate value arithmetic expression reverse polish notation valid operator operand may integer another expression note division two integer truncate toward zero guaranteed given rpn expression always valid mean expression would always evaluate result division zero operation,0,1,0,0,1,0,0,0,0,0,0
koko eating banana koko love eat banana pile banana ith pile pilesi banana guard gone come back hour koko decide bananasperhour eating speed hour chooses pile banana eats banana pile pile le banana eats instead eat banana hour koko like eat slowly still want finish eating banana guard return return minimum integer eat banana within hour,0,1,0,0,0,0,0,0,0,0,1
implement magic dictionary design data structure initialized list different word provided string determine change exactly one character string match word data structure implement magicdictionary class,0,0,1,0,0,1,0,0,0,0,0
final price special discount shop given array price pricesi price ith item shop special discount item shop buy ith item receive discount equivalent pricesj minimum index pricesj pricesi otherwise receive discount all return array ith element final price pay ith item shop considering special discount,0,1,0,0,0,0,0,0,0,0,0
rotate string given two string goal return true become goal number shift shift consists moving leftmost character rightmost position,0,0,1,0,0,0,0,0,0,0,0
maximum path quality graph undirected graph node numbered inclusive given indexed integer array value valuesi value ith node also given indexed integer array edge edgesj timej indicates undirected edge node take timej second travel two node finally given integer maxtime valid path graph path start node end node take maxtime second complete may visit node multiple time quality valid path sum value unique node visited path each node value added sum return maximum quality valid path note four edge connected node,7,1,0,0,0,0,0,0,0,0,0
two furthest house different color house evenly lined street house beautifully painted given indexed integer array color length colorsi represents color ith house return maximum distance two house different color distance ith jth house absi absx absolute value,1,1,0,0,0,0,1,0,0,0,0
check string contains binary code size given binary string integer return true every binary code length substring otherwise return false,0,0,1,0,0,1,0,0,0,0,0
number laser beam bank antitheft security device activated inside bank given indexed binary string array bank representing floor plan bank matrix banki represents ith row consisting mean cell empty while mean cell security device one laser beam two security device condition met laser beam independent one beam interfere join another return total number laser beam bank,6,1,1,0,1,0,0,0,0,0,0
design front middle back queue design queue support push pop operation front middle back implement frontmiddleback class notice two middle position choice operation performed frontmost middle position choice example,0,1,0,0,0,0,0,0,0,0,0
palindrome number given integer return true palindrome integer integer palindrome read backward forward,0,0,0,0,1,0,0,0,0,0,0
gray code nbit gray code sequence sequence integer where given integer return valid nbit gray code sequence,1,0,0,0,1,0,0,0,0,0,0
plus one given large integer represented integer array digit digitsi ith digit integer digit ordered significant least significant lefttoright order large integer contain leading increment large integer one return resulting array digit,1,1,0,0,1,0,0,0,0,0,0
find element contaminated binary tree given binary tree following rule binary tree contaminated mean treenodeval changed implement findelements class,1,0,0,0,0,1,0,0,1,1,0
find common character given string array word return array character show string within word including duplicate may return answer order,0,1,1,0,0,1,0,0,0,0,0
number day two date write program count number day two date two date given string format yyyymmdd shown example,0,0,1,0,1,0,0,0,0,0,0
maximum product three number given integer array nums find three number whose product maximum return maximum product,0,1,0,0,1,0,0,1,0,0,0
design movie rental system movie renting company consisting shop want implement renting system support searching for booking returning movie system also support generating report currently rented movie movie given integer array entry entriesi shopi moviei pricei indicates copy movie moviei shop shopi rental price pricei shop carry one copy movie moviei system support following function implement movierentingsystem class note test case generated rent called shop unrented copy movie drop called shop previously rented movie,1,1,0,0,0,1,0,0,0,0,0
minimum ascii delete sum two string given two string return lowest ascii sum deleted character make two string equal,2,0,1,1,0,0,0,0,0,0,0
monotone increasing digit integer monotone increasing digit pair adjacent digit satisfy given integer return largest number le equal monotone increasing digit,0,0,0,0,1,0,1,0,0,0,0
removing minimum number magic bean given array positive integer bean integer represents number magic bean found particular magic bag remove number bean possibly none bag number bean remaining nonempty bag still containing least one bean equal bean removed bag allowed return bag return minimum number magic bean remove,0,1,0,0,0,0,0,1,0,0,0
minimum operation make array increasing given integer array nums indexed one operation choose element array increment return minimum number operation needed make nums strictly increasing array nums strictly increasing numsi numsi numslength array length trivially strictly increasing,6,1,0,0,0,0,1,0,0,0,0
find student replace chalk student class numbered teacher give student problem starting student number student number teacher reach student number that teacher restart process starting student number again given indexed integer array chalk integer initially piece chalk student number given problem solve use chalki piece chalk solve problem however current number chalk piece strictly le chalki student number asked replace chalk return index student replace chalk,7,1,0,0,0,0,0,0,0,0,1
valid square given coordinate four point space return true four point construct square coordinate point represented input given order valid square four equal side positive length four equal angle degree angle,6,0,0,0,1,0,0,0,0,0,0
minimum number day eat orange orange kitchen decided eat orange every day follows choose one action per day given integer return minimum number day eat orange,0,0,0,1,0,0,0,0,0,0,0
symmetric tree given root binary tree check whether mirror symmetric around center,0,0,0,0,0,0,0,0,1,1,0
jump game given array integer arr initially positioned first index array one step jump index index return minimum number step reach last index array notice jump outside array time,0,1,0,0,0,1,0,0,0,1,0
adding two negabinary number given two number arr arr base return result adding together number given array format array significant bit least significant bit example arr represents number number arr array format also guaranteed leading zero either arr arr return result adding arr arr format array leading zero,23,1,0,0,1,0,0,0,0,0,0
minimum move equal array element given integer array nums size return minimum number move required make array element equal one move increment element array,2,1,0,0,1,0,0,0,0,0,0
clumsy factorial factorial positive integer product positive integer le equal make clumsy factorial using integer decreasing order swapping multiply operation fixed rotation operation multiply divide add subtract order however operation still applied using usual order operation arithmetic multiplication division step addition subtraction step multiplication division step processed left right additionally division use floor division given integer return clumsy factorial,6,0,0,0,1,0,0,0,0,0,0
sort character frequency given string sort decreasing order based frequency character frequency character number time appears string return sorted string multiple answer return them,0,0,1,0,0,1,0,1,0,0,0
text justification given array string word width maxwidth format text line exactly maxwidth character fully left right justified pack word greedy approach pack many word line pad extra space necessary line exactly maxwidth character extra space word distributed evenly possible number space line divide evenly word empty slot left assigned space slot right last line text leftjustified extra space inserted word note,0,1,1,0,0,0,0,0,0,0,0
count vowel permutation given integer task count many string length formed following rule since answer may large return modulo,3,0,0,1,0,0,0,0,0,0,0
defanging address given valid ipv address return defanged version address defanged address replaces every period,1,0,1,0,0,0,0,0,0,0,0
divide array set consecutive number given array integer nums positive integer check whether possible divide array set consecutive number return true possible otherwise return false,0,1,0,0,0,1,1,1,0,0,0
minimum absolute difference query minimum absolute difference array defined minimum value alength element same minimum absolute difference given integer array nums array query queriesi query compute minimum absolute difference subarray numsliri containing element nums based index inclusive return array an ansi answer ith query subarray contiguous sequence element array value defined,3,1,0,0,0,1,0,0,0,0,0
minimum time type word using special typewriter special typewriter lowercase english letter arranged circle pointer character typed pointer pointing character pointer initially pointing character second may perform one following operation given string word return minimum number second type character word,0,0,1,0,0,0,1,0,0,0,0
number good subset given integer array nums call subset nums good product represented product one distinct prime number return number different good subset nums modulo subset nums array obtained deleting possibly none all element nums two subset different chosen index delete different,2,1,0,1,1,0,0,0,0,0,0
minimum element add form given sum given integer array nums two integer limit goal array nums interesting property absnumsi limit return minimum number element need add make sum array equal goal array must maintain property absnumsi limit note absx equal otherwise,1,1,0,0,0,0,1,0,0,0,0
append integer minimal sum given integer array nums integer append unique positive integer appear nums nums resulting total sum minimum return sum integer appended nums,0,1,0,0,1,0,1,1,0,0,0
arithmetic slice integer array called arithmetic consists least three element difference two consecutive element same given integer array nums return number arithmetic subarrays nums subarray contiguous subsequence array,0,1,0,1,0,0,0,0,0,0,0
number different integer string given string word consists digit lowercase english letter replace every nondigit character space example abcdef become notice left integer separated least one space return number different integer performing replacement operation word two integer considered different decimal representation without leading zero different,12,0,1,0,0,1,0,0,0,0,0
mini parser given string represents serialization nested list implement parser deserialize return deserialized nestedinteger element either integer list whose element may also integer list,0,0,1,0,0,0,0,0,1,0,0
maximum subarray given integer array nums find contiguous subarray containing least one number largest sum return sum subarray contiguous part array,0,1,0,1,0,0,0,0,0,0,0
paint house iii row house small city house must painted one color labeled house painted last summer painted again neighborhood maximal group continuous house painted color given array house matrix cost integer target where return minimum cost painting remaining house way exactly target neighborhood possible return,2,1,0,1,0,0,0,0,0,0,0
count odd number interval range given two nonnegative integer low high return count odd number low high inclusive,0,0,0,0,1,0,0,0,0,0,0
ipo suppose leetcode start ipo soon order sell good price share venture capital leetcode would like work project increase capital ipo since limited resource finish distinct project ipo help leetcode design best way maximize total capital finishing distinct project given project ith project pure profit profitsi minimum capital capitali needed start initially capital finish project obtain pure profit profit added total capital pick list distinct project given project maximize final capital return final maximized capital answer guaranteed fit bit signed integer,1,1,0,0,0,0,1,1,0,0,0
letter combination phone number given string containing digit inclusive return possible letter combination number could represent return answer order mapping digit letter just like telephone button given below note map letter,3,0,1,0,0,1,0,0,0,0,0
flood fill image represented integer grid image imageij represents pixel value image also given three integer newcolor perform flood fill image starting pixel imagesrsc perform flood fill consider starting pixel plus pixel connected directionally starting pixel color starting pixel plus pixel connected directionally pixel also color replace color aforementioned pixel newcolor return modified image performing flood fill,2,1,0,0,0,0,0,0,1,1,0
distant barcodes warehouse row barcodes ith barcode barcodesi rearrange barcodes two adjacent barcodes equal may return answer guaranteed answer exists,0,1,0,0,0,1,1,1,0,0,0
binary tree path given root binary tree return roottoleaf path order leaf node child,0,0,1,0,0,0,0,0,1,0,0
maximum split positive even integer given integer finalsum split sum maximum number unique positive even integer return list integer represent valid split containing maximum number integer valid split exists finalsum return empty list may return integer order,0,0,0,0,1,0,1,0,0,0,0
snapshot array implement snapshotarray support following interface,0,1,0,0,0,1,0,0,0,0,1
describe painting long thin painting represented number line painting painted multiple overlapping segment segment painted unique color given integer array segment segmentsi starti endi colori represents halfclosed segment starti endi colori color color overlapping segment painting mixed painted two color mix form new color represented set mixed color sake simplicity output sum element set rather full set want describe painting minimum number nonoverlapping halfclosed segment mixed color segment represented array painting paintingj leftj rightj mixj describes halfclosed segment leftj rightj mixed color sum mixj return array painting describing finished painting excluding part painted may return segment order halfclosed segment section number line point including point including point,3,1,0,0,0,0,0,0,0,0,0
longest duplicate substring given string consider duplicated substring contiguous substring occur time occurrence may overlap return duplicated substring longest possible length duplicated substring answer,1,0,1,0,0,0,0,0,0,0,1
minimum distance bst node given root binary search tree bst return minimum difference value two different node tree,0,0,0,0,0,0,0,0,1,1,0
dota senate world dota two party radiant dire dota senate consists senator coming two party senate want decide change dota game voting change roundbased procedure round senator exercise one two right given string senate representing senator party belonging character represent radiant party dire party senator size given string roundbased procedure start first senator last senator given order procedure last end voting senator lost right skipped procedure suppose every senator smart enough play best strategy party predict party finally announce victory change dota game output radiant dire,5,0,1,0,0,0,1,0,0,0,0
intersection two linked list given head two singly linkedlists heada headb return node two list intersect two linked list intersection all return null example following two linked list begin intersect node test case generated cycle anywhere entire linked structure note linked list must retain original structure function return custom judge input judge given follows your program given input judge create linked structure based input pas two head heada headb program correctly return intersected node solution accepted,1,0,0,0,0,1,0,0,0,0,0
minimum deletion make string balanced given string consisting character b​​​​ delete number character make balanced balanced pair index return minimum number deletion needed make balanced,0,0,1,1,0,0,0,0,0,0,0
make palindrome substring given string array query queriesi lefti righti may rearrange substring sleftirighti query choose replace lowercase english letter substring possible palindrome string operation above result query true otherwise result false return boolean array answer answeri result ith query queriesi note letter counted individually replacement example sleftirighti aaa replace two letter also note query modifies initial string example example constraint,2,0,1,0,0,1,0,0,0,0,0
redundant connection problem rooted tree directed graph that exactly one node the root node descendant node plus every node exactly one parent except root node parent given input directed graph started rooted tree node with distinct value one additional directed edge added added edge two different vertex chosen edge already existed resulting graph given darray edge element edge pair represents directed edge connecting node parent child return edge removed resulting graph rooted tree node multiple answer return answer occurs last given darray,4,0,0,0,0,0,0,0,1,1,0
